Posting,Label
information om uppdraget sjuksyrra ab söker en erfaren leg läkare till stockholm vi söker en prestigelös flexibel och självgående person som tar stort ansvar och har en god samarbetsförmåga krav legitimerad läkare med minst års arbetslivserfarenhet var stockholm omfattning tidsperiod sep v okt v arbetstider enligt överenskommelse journalsystem takecare sista ansökningsdag vi söker just dig just nu söker vi för kunds räkning en kompetent och driven leg läkare som är redo för nya erfarenheter vi är måna om att du ska känna dig sedd och må bra under ditt uppdrag hos oss och finns alltid nära till hands vår styrka ligger i att skapa personliga kontakter och få dig att känna dig uppskattad i det viktiga arbete du utför vi erbjuder en personlig kontaktperson som finns här för dig under hela ditt uppdrag snabb service och flexibla schemalösningar bra ersättning för din erfarenhet och kompetens tjänstepension från första arbetade timmen fullt försäkringsskydd till på och från arbetet genom svedea och fora behjälplighet med boende om du söker uppdrag på annan ort jourtillgänglighet dygnet runt årets alla dagar vilka är vi på sjuksyrra ab med sjuksyrra ab som din arbetsgivare är din primära arbetsplats ute på golvet där du och din kompetens behövs men du är även välkommen på en fika eller lunch på vårt kontor i stockholm vi anser oss vara ett personligt bemanningsföretag med visionen att ge legitimerade sjuksköterskor och läkare en varierande och stimulerande karriär vi finns alltid nära till hands och värnar om personliga relationer våra grundpelare är hög kvalitét personlighet och flexibilitet tack för att du tar dig tiden att söka denna tjänst vi ser fram emot din ansökan men vänta inte för länge för tillsättandet av denna tjänst kan komma att ske löpande ,Bad
vi söker nu dig som är intresserad av att vara delaktig i det fortsatta utvecklingsarbetet av hsl organisationen på villa vårbacka det här är ett jobb för dig som är driven vill utvecklas i din yrkesroll och bidra till hälsa och livskvalitet för dem som bor hos oss här får du bra arbetstider jobba självständigt och ha frihet att utforma dina arbetsdagar villa vårbacka villa vårbacka ett äldreboende vackert beläget vid mälaren i vårby gård i huddinge hos oss har vi hälsa som tema och kvalitet i centrum det genomsyrar allt från inredning till mat och aktiviteter äldreboendet byggdes år och piffades upp utifrån hälsotema år naturens element har flyttat in i inomhusmiljön för att skapa en rogivande atmosfär bland annat har vi skapat en populär inomhusträdgård med kafé för umgänge avkoppling och vila villa vårbacka erbjuder boende för personer som drabbats av demenssjukdom samt personer med somatisk kroppslig sjukdom dessutom har vi nio korttidsplatser för den som behöver tillfälligt stöd som inte kan ges i det egna hemmet hos oss på vardaga får du också engagerade kollegor och duktiga chefer utbildningar karriärmöjligheter samt flera förmåner här några av höjdpunkterna i vårt erbjudande till dig bra schema och arbetstider dagtid med arbete var tredje helg hög kvalitet och stöd av tydliga rutiner lättillämpliga rutiner styrdokument checklistor och kvalitetsledningssystem ger dig ett omfattande stöd i arbetet kompetensutveckling du har tillgång till vardagas interna utbildningsorganisation lära https lara se med en mängd kurser du har också möjlighet att ansöka om utbildningstjänst för att bli specialistsjuksköterska karriärmöjligheter som sjuksköterska kan du gå vidare och bli enhetschef eller verksamhetschef för ett boende bra ledning och korta beslutsvägar din chef finns nära till hands för stöd och för att bolla idéer en av boendets sjuksköterskor sitter också alltid med i den lokala ledningsgruppen gemenskap och stöd du jobbar nära sjuksköterskekollegor gruppchefer och omvårdnadspersonal inom vardaga finns ett nationellt nätverk för sjuksköterskor för att utväxla inspiration och kunskap förmånsportal med rabatter köp till exempel biobiljetter och resor med kollektivtrafik till bra priser höjdpunkterna är baserade på svar från vardagas sjuksköterskor som listat sina bästa argument för att jobba hos oss läs mer om deras svar här https vardaga teamtailor com pages kampanjsida for sjukskoterskor om rollen du är spindeln i nätet kring de boendes hälso och sjukvårdsinsatser och jobbar för att ge livskvalitet du ansvarar för att medicinska ordinationer följs regelbundet genomför du riskbedömningar och uppföljningar för att säkerställa god kvalitet i verksamheten samarbete och stöd du ingår i ett team med omsorgspersonal sjuksköterskor arbetsterapeut och fysioterapeut en viktig roll för dig är att coacha och utbilda omsorgspersonalen så att ni tillsammans ger varje boende ett så gott liv som möjligt i detta jobbar du nära boendets gruppchefer som är ansvariga för omsorgspersonalen våra gruppchefer coachar också och jobbar tillsammans med teamen i det dagliga arbetet vi satsar på ledarskapsutveckling för dig som sjuksköterska en kurs vi kan erbjuda dig att gå är att leda utan att vara chef lära känna de boende att förstå de boendes önskemål och se små förändring i deras hälsa och sjukdomstillstånd är många gånger avgörande för korrekta bedömningar och beslut tydliga rutiner för att skapa trygghet och tydlighet för dig som sjuksköterska finns ett omfattande stöd i form av praktiska och lättillämpliga rutiner styrdokument och checklistor vårt kvalitetsledningssystem heter qualimax och är branschledande som ny sjuksköterska hos oss deltar du i vårt digitala introduktionsprogram tillsammans med din mentor för att säkerställa att du får en tydlig introduktion med målet att snabbt komma in i arbetet och våra rutiner bra samarbete är det allra viktigaste ung omsorg vi har ett samarbete med företaget ung omsorg https www vardaga se var aldreomsorg ung omsorg pa vara boenden det innebär att ett team av ungdomar i åldrarna år besöker oss på helger och lov ung omsorg gör olika aktiviteter tillsammans med oss som arbetar här för att sätta guldkant på tillvaron för de boende djur i omsorgen här arbetar vi med djur i vården och vi har regelbundna besök av terapidjur din erfarenhet och kunskap du är legitimerad sjuksköterska och vi ser gärna att du har arbetat några år inom äldreomsorgen våra boende är ofta multisjuka och det kräver att du har både översiktliga kunskaper kring olika sjukdomar och tillstånd samt ett intresse för den åldrande människan god datorvana samt erfarenhet av dokumentation är viktigt vi önskar att du gillar att jobba självständigt och att ha friheten att utforma dina arbetsdagar är trygg i din roll som sjuksköterska och kan fatta snabba beslut och föra en diskussion med ansvarig läkare tar egna initiativ har skinn på näsan och vågar ta för dig tycker om att ha en ledarroll och stötta att dina kollegor är van att strukturera och organisera ditt arbete jag har alltid blivit trodd och satsad på och när man har idéer så lyssnar arbetsgivaren vi tillämpar månaders provanställning om du vill veta mer om hur det är att jobba på vardaga så läs gärna mer och träffa några av våra medarbetare här vänta inte med att ansöka då vi gör urval löpande på vardagas drygt boenden runt om i sverige erbjuder vi en äldreomsorg där varje dag är lika viktig hos oss möter ,Bad
vill du vara med och guida elever från jobbdröm till drömjobb movant ab är vuxenutbildningsföretaget som i nära samarbete med branscher och näringsliv utvecklar den bästa utbildningen för varje elev movant har sedan starten nischat sig inom yrkesutbildningar och genom det skapat ett stort nätverk av företag som hjälper oss att skapa närmsta vägen ut till jobb skolorna finns från malmö i söder till haparanda i norr movant utvecklar även utbildningsmaterial och digitala utbildningskoncept riktade mot företag och branscher movant är en del av academedia norra europas största utbildningsföretag som vill skapa en bättre framtid genom utbildning med hög kvalitet goda resultat och nytänkande kyltekniker söker till växjö vill du jobba på ett examineringscenter för kategori i iv f gas åt incert som ger dig goda möjligheter att utvecklas i din yrkesroll är du även sugen på att undervisar på deltid på vår yrkesskola med vuxna elever som ska bli kyl och värmepumpsmontörer då har vi jobbet för dig nu söker vi en kunnig kyltekniker som vill växa tillsammans med oss och vårt examineringscenter samt vår yrkesskola i växjö välkommen med din ansökan om jobbet som kyltekniker på movant är tanken att du delar tjänsten mellan att vara examinator på på vårt examineringscenter med en tjänst som undervisare lärare av kyltekniska ämnen på vår yrkesskola på ingen dag är den andra lik i jobbet kommer du att planera samordna och utföra tillsammans med dina kollegor dina arbetsuppgifter kommer bland annat bestå av undervisning i kyltekniska ämnen till vuxna elever daglig kontakt med våra kunder till vårt examineringscenter examineringar till yrkesverksamma kyltekniker uppdragen är omväxlande och varierande ingen dag är den andra lik i arbetet ingår även att besöka våra kunder som finns i kronobergs län med omnejd i planering med dina kollegor du gillar att dela med dig av dina kunskaper och är lösningsfokuserad vi söker dig som har kylcertifikat kategori har minst års erfarenhet av jobbet som kyltekniker och är självgående b körkort om du har tidigare erfarenhet av examinering eller undervisning ses det som meriterande ej krav annars utbildar vi dig internt tillsammans med incert till att bli examinator på vårt center i växjö oavsett hur länge du har jobbat lägger vi stor vikt vid dina personliga egenskaper som person är du öppen och engagerad vill utvecklas och ser möjligheter i det dagliga arbetet din sociala kompetens förmåga att upprätthålla goda relationer med såväl kollegor som kunder och ditt gedigna intresse för att lära ut ditt yrke till sugna vuxna elever tror vi är de viktigaste framgångsfaktorerna för den här tjänsten vi på movant sätter stolthet i att ta våra studerande från jobbdröm till drömjobb med engagemang i både individen verksamheten och uppdraget vi arbetar nära varandra med högt tempo och tycker det är viktigt att trivas och ha roligt på jobbet utbildningarna bedrivs på uppdrag från kommun och arbetsförmedling vi har även yrkeshögskoleutbildningar och digitala certifieringsutbildningar samt via incert är vi även examineringscenter hos oss på movant arbetar vi i sammansvetsade team där det är självklart att hjälpa varandra du kommer exempelvis få kontakt med andra yrkeslärare inom ditt område för att tillsammans utveckla utbildningen och undervisningen samt vårt examineringscenter årets medarbetarundersökning visar att av våra medarbetare rekommenderar att arbeta på movant ett förtroende vi värdesätter högt alla som har en hel eller deltidsanställning hos oss på movant får tillgång till vår förmånswebb benify genom förmånswebben har du möjlighet till oberoende pensionsrådgivning en mängd rabatter hos välkända varumärken och möjlighet att göra brutto och nettolöneavdrag vid köp av utvalda produkter du får också ett årligt friskvårdsbidrag som en del av academedia nordens största utbildningsföretag är karriärmöjligheterna hos oss på movant stora välkommen med din ansökan arbetsgivaren movant ab https movant se vaxjo postadress movant ab renvägen växjö har du frågor eller funderingar kontakta mig gärna vi mejl ,Bad
vi söker en driven och erfaren vvs montör rörläggare vi totalt renoverar lägenheter åt stora fastighetsbolag ink badrum och kök du ska bli duktig med att lägga ny avlopp och golvbrunn förbereda badrum o köket för renovering dra rör och komplettera badrum o köket efter renovering samt montera badrumsmöbler ,Bad
vill du vara med på vår satsning på den gröna industrin i norr bli en del av agio som projektledare inom it nu söker vi dig som är agil it projektledare för att hjälpa våra kunder inom processindustrin att optimera sina verksamheter genom digitalisering vi erbjuder spännande och utvecklande uppdrag hos ledande företag inom processindustrin varav flertalet satsar på den nya gröna omställningen ditt uppdrag leda utvecklingsprojekt och effektivisera verksamheter som projektledare hos oss kommer du att leda och driva olika utvecklings och automatiseringsprojekt hos våra kunder dessa projekt omfattar ofta kravhantering och införande av nya it lösningar med den senaste tekniken kunderna arbetar enligt agila arbetsmetoder och ramverk som exempelvis devops continuous delivery scrum eller kanban och tekniker som java python m fl du arbetar nära kundens representanter och har förmågan att identifiera förbättringsmöjligheter i arbetsprocesser rutiner och verksamheten i stort genom användningen av it för att trivas och lyckas i rollen som agil it projektledare hos oss ser vi att du har följande erfarenheter och kompetenser du har minst års erfarenhet inom projektledning och eller förvaltningsledning inom it du har erfarenhet av internationella projekt med flera intressenter du har erfarenhet av agila arbetsmetoder och ramverk som devops continuous delivery scrum eller kanban du är passionerad för konsultrollen och brinner för att skapa resultat och kundnytta du har en universitetsexamen eller motsvarande inom it god kommunikationsförmåga på svenska och engelska i både tal och skrift du är en lagspelare som värdesätter samarbete och kunskapsdelning agios erbjudande agio är ett stabilt och tryggt bolag med stark ekonomi du kommer till ett företag med långvariga kundrelationer och samarbeten vi erbjuder intressanta uppdrag och en trygg anställning med kollektivavtal vi tar ansvar för dig och dina kollegor på agio värderar vi en positiv och utvecklande arbetsmiljö hos oss får du möjlighet att utvecklas till en expert inom ditt kompetensområde och forma din karriär enligt dina egna ambitioner och mål vi skräddarsyr din utvecklingsplan för att säkerställa att du har de bästa förutsättningarna att nå framgång tillsammans med laget på agio du blir en del av vårt kompetenta team i luleå och får även kollegor i hela landet som tillsammans hjälper våra kunder att effektivisera och förbättra sina verksamheter med hjälp av it vill du vara en del i agio laget ansök genom att svara på några korta frågor ,Bad
tar du studenten och brinner för personlig utveckling vi öppnar upp för fler tjänster inför sommaren är du vår nästa talang om oss key solutions är ett av sveriges största konsultföretag med över anställda sedan starten har vi hjälp några av världens bästa varumärken såsom google telia netflix m fl årets byrå telia årets bästa återförsäljare eon årets innovativa partner ip only en av sveriges europas bästa arbetsplatser år i rad great place to work vad erbjuder vi ingen fara vi tar ansvaret för att ge dig de bästa verktygen för att lyckas inom din karriär låter det intressant ansök nedan eller gör testet på minut via vår hemsida för att se ifall just du skulle platsa i vårt team https www keysolutions se jobb ansok ,Bad
tar du studenten och vill utvecklas inom försäljning vi öppnar upp för fler kontorsplatser till sommaren är du vår nästa talang om oss vi är ett av sveriges största konsultföretag med över anställda sedan starten har vi arbetat med storkunder såsom google telia netflix m fl årets byrå telia årets bästa återförsäljare eon årets innovativa partner ip only en av sveriges bästa arbetsplatser great place to work vad erbjuder vi vi hjälper dig med personlig utveckling och att växa inom din karriär låter detta intressant ansök via vår webbplats eller skicka ett kortfattat mejl till formellt cv behövs berätta istället om dig själv obs spana in våra sociala medier tiktok https vm tiktok com keysolutionsse https vm tiktok com zm qtamnl instagram https www instagram com keysolutionsse https www instagram com keysolutionsse vi arbetar i en ung miljö med glada och ambitiösa medarbetare korta beslutsvägar och riktigt högt i tak företaget består av intelligenta och drivna människor som sprider positiv energi omkring sig vi arbetar hårt samtidigt som vi har mycket roligt på jobbet jobbjustnu,Bad
din roll som farmaceut för kronans apotek odenplan nu söker vi dig som är en legitimerad farmacevt till kronansapotek odenplan apoteket ligger centralt mitt i stockholm city nära till allt och med perfekta kommunikationer det är lätt att komma till jobbet med t bana buss eller pendeltåg i stora ljusa lokaler med en fin egenvårdsavdelning på det här apoteket får du arbeta med oss ett team av trevliga glada och engagerade kollegor där stämningen är fantastisk vi gillar att arbeta tillsammans och vår apotekschef är en positiv glad och lyhörd person som verkligen vill att alla medarbetare ska hjälpa varandra att utvecklas vårt team består idag av farmaceuter och egenvårdsspecialister och vår apotekschef vi vill ha dig som känner och vill detsamma som vår kollega om du idag har en lma roll så är det fantastisk men det är inte avgörande utan det är du som person är avgörande vi ger dig möjligheterna att utvecklas både i din roll som läkemedelsspecialist och att bli den bästa i kundmötena det dagliga arbetet är varierande och flexibelt över hela apoteket och det viktigaste är att vi alla vill ge den bästa servicen till kunden och att alltid säga ja till kunden till vår hjälp har vi en stark och lösningsorienterad region och serviceorganisation samt kollegor över hela landet vem är du vi söker dig som är legitimerad receptarie eller apotekare antingen är du i början av din karriär eller har du längre erfarenhet och vill sprida och inspirera med din kunskap till dina nya kronans kollegor kulturen hos kronans apotek präglas av öppenhet driv och positivitet och att jobba tillsammans för hälsa därför tror vi att du känner igen dig i detta vi tror att du trivs som alla bäst när du får vara en del av ett engagerat team som arbetar mot tydliga mål du trivsi mötet med kund och genom din lyhördhet och engagemang ger du en service i värdsklass på apoteket hjälps vi alla åt med det dagliga arbetet och det är tillsammans vi skapar en trevlig hälsosam och trygg atmosfär där vi växer har roligt och delar medoss våra framgångar för oss är dina farmacevtiska kunskaper lika viktiga som ditt öppna sinne för nytankande och ditt intresse för service och hälsa välkommen till vårt gäng vi erbjuder dig en öppen arbetsplats med mycket glädje där du får ta egna initiativ och eget ansvar vi tror på motiverade team för att kunna lyckas och därför satsar vi på ett anpassat och digitalt utbyd av utbildningar som passar för just dig och din utveckling för rätt person finns det många spännande möjligheter inte bara inom kronans apotek utan inom hela koncern vill du vara med tycker du att detta låter spännade skicka då in en ansökan och ditt cv via vårt rekryteringssystem tillsättning kan ske innan sista ansökningsdag så skicka din ansökan redan idag önskad start enligt överenskommelse har du frågor om tjänsten följ med på en unik förändringsresa med apoteksbranschens nya aktör som består av apoteksgruppen och kronans apotek som tillsammans kommer fortsätta sin resa under varumärket kronans apotek tillsammans är vi sveriges tredje största aktör med flest apotek runt om i hela landet samt en e handel genom att behålla det bästa från båda företagen är vi starkare smartare och en modig utmanare i branschen tycker du att detta låter lika spännande som vi gör härligt häng med på resan ,Bad
pratar du flytande svenska vill jobba som festsäljare sök jobbet nu svara i tid till telefonintervjun för att få jobbet jobba som festsäljare sök nu erbjuds hög provision jobba på fester deltid flexibelt sälj produktutbildning krav flytande svenska i tal skrift vill sälja vuxenprodukter driven resultatorienterad,Bad
pratar du flytande svenska vill jobba som festsäljare sök jobbet nu svara i tid till telefonintervjun för att få jobbet jobba som festsäljare sök nu erbjuds hög provision jobba på fester deltid flexibelt sälj produktutbildning krav flytande svenska i tal skrift vill sälja vuxenprodukter driven resultatorienterad,Bad
pratar du flytande svenska vill jobba som festsäljare sök jobbet nu svara i tid till telefonintervjun för att få jobbet jobba som festsäljare sök nu erbjuds hög provision jobba på fester deltid flexibelt sälj produktutbildning krav flytande svenska i tal skrift vill sälja vuxenprodukter driven resultatorienterad,Bad
vi är något av ett mellanting mellan ett café och en restaurang vi serverar mycket varm mat som till stor del är hemlagad och har också en ordentlig kaffemeny och hembakade kakor vi serverar detta nästan dygnet runt för de som arbetar hos oss innebär det att man får lära sig väldigt många olika saker då alla lärs upp i samtliga delar av driften och man måste i stunder skifta station eller avbryta sysslor för att vara där man behövs mest samarbetsförmåga är därför en viktig egenskap för att fungera hos oss arbetsuppgifterna kan också skifta något beroende på vilken tid och veckodag man arbetar och uppgifterna är överlag väldigt varierade anpassningsförmåga är därför också en viktig egenskap för att trivas och fungera hos oss eftersom det är mycket att lära sig lägger vi mycket tid och engagemang på fortlöpande utbildning för den som jobbar hos oss tillräckligt länge har man jobbat hos oss ett par år kan man det mesta så att säga öppettiderna innebär också att arbetstiderna kan vara udda och det är därför nödvändigt att du som söker denna tjänst har goda kommunikationsmöjligheter gärna körkort och tillgång till bil alternativt bor på cykelavstånd de som trivs hos oss är personer som uppskattar att det alltid finns något att göra för det har vi sett till att det alltid finns detta är inte ett optimalt arbete för den som föredrar mindre aktivitet vi erbjuder mycket lärdomar härlig sammanhållning och bra ersättning vi önskar en arbetsam person med god fysik och energi välkommen att söka ,Bad
är du redo för en större uppgift polismyndigheten är sveriges största myndighet med ca medarbetare och är organiserad i sju polisregioner ett antal nationella avdelningar samt ett kansli myndigheten befinner sig i en omfattande tillväxt som kommer att pågå de närmsta åren detta för att kunna möta framtidens utmaningar att arbeta för polisen är att skapa trygghet i människors liv varje dag polismyndigheten region stockholm har ca anställda regionen består av fyra polisområden city syd nord och gotland regionala enheter samt ett regionkansli som lyder direkt under regionpolischefen polisområde stockholm nord är ett av sveriges största polisområden med över medarbetare polisområdet omfattar både landsbygd glesbygd och skärgård med stora säsongsvariationer i de södra delarna och ökad urbanisering migration och segregation i de norra delarna den komplexa bilden ställer höga krav på polisiär förmåga och ambitionen är att området ska växa till medarbetare år polisområdet är indelat i sju lokalpolisområden järfälla järva norrtälje sollentuna solna södra roslagen och vällingby utöver det finns fem utredningssektioner samt en kanslisektion vi söker nu medarbetare med till lokalpolisområde sollentuna arbetsuppgifter arbetsuppgifterna som administratör är varierande och du kommer i första hand att vara ett praktiskt stöd till verksamheten och de olika gruppcheferna du ska kunna hoppa in där du behövs och hantera både mer och mindre kvalificerade arbetsuppgifter i arbetsuppgifterna ingår bland annat protokollskrivning inventeringar personalplanering semesterplanering beslutsskrivning administration vid rekrytering inköp utbildningssamordning administration i remissärenden informationsutskick konferenssamordning hantering av inkommande handlingar och ärenden på telefon mail och post viss fakturahantering och transkribering av förhörsutskrifter förekommer kvalifikationer detta är en möjlighet för dig som har slutförd och godkänd gymnasieexamen minst ett års aktuell erfarenhet av att ha arbetat som administratör eller med administrativa arbetsuppgifter som arbetsgivaren bedömer relevanta god kunskap och vana att arbeta i officepaketet mycket god förmåga att uttrycka dig i tal och skrift på svenska god förmåga att uttrycka dig i tal och skrift på engelska vi ser det som meriterande om du utöver ovan även har minst ett års aktuell erfarenhet av serviceinriktat arbete erfarenhet av liknande arbetsuppgifter från offentlig sektor i närtid b körkort personliga egenskaper vi söker dig som trivs med flera olika kontaktytor har god förmåga till samarbete med andra och samtidigt kan vara självgående i dina arbetsuppgifter du är flexibel och kan snabbt skifta mellan olika arbetsuppgifter du strukturerad och se vikten av att arbetsuppgifterna görs ordentligt och enligt rätt rutiner även när arbetstempot ökar du förväntas ta dig an nya arbetsuppgifter på ett positivt och kreativt sätt och får gärna ta egna initiativ då du kommer ha en stöttande funktion ställer vi höga krav på kommunikations och serviceförmåga vi kommer att lägga stor vikt vid personliga egenskaper har du skyddade personuppgifter referenser eller liknande information som du själv bedömer som skyddsvärd rekommenderar vi dig att du skickar din ansökan uppmärkt med annonsens referensnummer via brev till adressen polismyndigheten registratorskontoret stockholm eller kontakta ansvarig hr konsult om du vill komplettera din ansökan vänder du dig till ansvarig hr konsult en anställning hos polismyndigheten kan komma att inledas med en provanställning om sex månader polismyndigheten är sveriges största myndighet vi erbjuder dig en arbetsplats som stimulerar till mångfald kreativitet och personlig utveckling läs gärna om våra förmåner som anställd hos polisen på https polisen se erbjudande hos oss får du möjlighet att bidra till polisens uppdrag att öka tryggheten och minska brottsligheten i samhället vi bedriver vår verksamhet enligt vår värdegrund engagemang effektivitet och tillgänglighet som medarbetare inom polisen agerar du för likabehandling det är en förutsättning för rättssäkerhet rättstrygghet och för polisens legitimitet i samhället som företrädare för polisen respekterar du allas lika värde och skapar förtroende för polisen läs gärna mer om polisen och vår verksamhet på www polisen se varmt välkommen med din ansökan ,Bad
vill du jobba med typescript och react älskar du open source då vill vi gärna jobba med dig ansök direkt i terminalen genom att ssh a till join monkeys se från våra kontor i stockholm göteborg och från våra distanskontor remote tar vi fram storskaliga digitala tjänster åt våra kunder vi har utvecklat några av sveriges allra största digitala tjänster med python django baserad backend och typescript react baserad frontend genom att all utveckling sker tillsammans i team kan vi upprätthålla en mycket hög gemensam kunskaps och kvalitetsnivå där vi lär oss av varandra vi gillar modern testdriven utveckling med byggstenar såsom docker ci verktyg och hög coverage vi bidrar aktivt till flera open source projekt du hittar några av våra projekt på github https github com monkeys du ansöker direkt i terminalen genom att ssh a till join monkeys se välkommen ,Bad
vill du jobba med python och django älskar du open source då vill vi gärna jobba med dig ansök direkt i terminalen genom att ssh a till join monkeys se från våra kontor i stockholm göteborg och från våra distanskontor remote tar vi fram storskaliga digitala tjänster åt våra kunder vi har utvecklat några av sveriges allra största python django baserade digitala tjänster genom att all utveckling sker tillsammans i team kan vi upprätthålla en mycket hög gemensam kunskaps och kvalitetsnivå där vi lär oss av varandra vi gillar modern testdriven utveckling med byggstenar såsom docker ci verktyg och hög coverage vi bidrar aktivt till flera open source projekt du hittar några av våra projekt på github https github com monkeys du ansöker enklast direkt i terminalen genom att ssh a till join monkeys se välkommen ,Bad
vill du erbjudas ett spännande och utvecklande jobb samtidigt som du arbetar för att dagligen ge människor ett bra liv vill du dessutom få möjlighet att utvecklas på ett företag som har engagemang glädje och ansvar som ledord då har du möjligheten att söka jobb hos oss på humana i rollen kommer du tillsammans med oss att arbeta efter vår vision alla har rätt till ett bra liv om tjänsten villa svanholmen är ett hvb för flickor år beläget ett par kilometer utanför osby placerade flickor har begynnande eller aktiv missbruksproblematik i kombination med exempelvis psykisk ohälsa normbrytande beteende relationsproblematik npf samt erfarenheter av trauma utsatthet omsorgssvikt etc på villa svanholmen arbetar engagerade behandlare många med lång erfarenhet av arbete med aktuell målgrupp på ett rullande schema som innebär arbete under dygnets alla timmar dygnspass med sovande jour och heldagspass är vanligt förekommande vi söker även timvikarier för vaken natt tjänstgöring som timvikarie på villa svanholmen är dina primära arbetsuppgifter att vara en del av det löpande arbetet i verksamheten som innehåller motivationsarbete att umgås med placerade flickor och genomföra delta i aktiviteter praktiskt arbete med matlagning städ tvätt etc i alla delar av arbetet är du en positiv trygg och vuxen förebild för flickorna du arbetar tillsammans med erfarna kollegor som leder och fördelar arbetet och du har lätt för att följa instruktioner en viktig arbetsuppgift är dokumentation både i social journal samt avvikelserappportering anställning inleds med introduktion under ca tillfällen där du tillsammans med mentor deltar i det vardagliga arbetet samt får genomgång av de system vi arbetar i du får även tillgång till humanas lärportal som innehåller en mängd olika digitala utbildningar av vilka vissa är obligatoriska att genomföra för arbete på villa svanholmen på villa svanholmen arbetar vi med lågaffektivt bemötande och med målsättningen att skapa en trygg och förutsägbar miljö där varje flicka får möjlighet att utvecklas utifrån sina individuella behov styrkor och förmågor vi arbetar med behandlingsinterventioner utifrån genomförandeplan exempelvis genom a cra repulse samt gruppsamtal vilket utförs av specifik personal med kompetens av respektive metod vi söker dig som har erfarenhet av arbete på hvb eller med aktuell målgrupp är tillgänglig för arbete som timvikarie nu och eller i sommar under semesterperiod utbildning inom socialt arbete slutförd eller pågående är meriterande som person är du ansvarstagande relationsskapande  och trygg i rollen är det viktigt att ha förmåga att sätta gränser vid behov arbetet innebär ett nära och förtroendefullt samarbete med dina kollegor och du har därför god kommunikations och samarbetsförmåga ange när du är tillgänglig för arbete i din ansökan ange även om du är intresserad av arbete på dag kvälls tid eller av vaken nattarbete vi erbjuder spännande arbete tillsammans med erfarna kollegor delaktighet i förändringsarbetet för placerade ungdomar möjlighet till egen utveckling genom erfarenheter samt utbildningar i vår lärportal efter genomgången års eftergymnasial utbildning finns möjlighet till mer varaktig anställning om när vakans uppstår vad händer nu intervjuer sker löpande under ansökningstid vi anställer flertal personer ansök via annonsen vi kan inte ta emot ansökningar via mail etc villa svanholmen är en rökfri arbetsplats b körkort är ett krav inför anställning krävs utdrag ur belastningsregistret för arbete med barn på hvb läs mer om hur det att jobba hos oss på humana här,Bad
